OrderID,OrderDate,ShipDate,DeliveryDate,Year,Quarter,Month,MonthName,WeekNumber,DayOfWeek,CustomerID,CustomerName,Segment,Region,Country,SalesChannel,ProductID,Category,SubCategory,UnitPrice,Quantity,Discount,GrossSales,DiscountAmount,NetSales,COGS,GrossProfit,ProfitMargin,ShippingCost,Tax,TotalRevenue,PaymentMethod,ShipMode,OrderStatus,IsReturned,ReturnReason,CustomerRating,EmployeeID,EmployeeName,Department,ManagerID,EmployeeAge,ExperienceYears,EmployeeSalary,CostRatio
ORD-000556,2022-11-10,2022-11-14,2022-11-20,2022,Q4,11,November,45,Thursday,CUST-00078,Avery Jones,SMB,North,Canada,Wholesale,PROD-00114,Furniture,Living Room,809.95,4,0.05,3239.8,161.99,3077.81,2000.58,1077.23,35.0,82.51,246.22,3324.03,Credit Card,Standard,Pending,No,,3.9,EMP0012,Leo Thomas,IT,EMP0007,46,3,64048.0,0.65
ORD-000557,2022-11-11,2022-11-18,2022-11-20,2022,Q4,11,November,45,Friday,CUST-00032,Casey Davis,Non-Profit,Central,India,Direct Sales,PROD-00223,Sports,Team Sports,272.36,7,0.05,1906.52,95.33,1811.19,1122.94,688.25,38.0,33.34,144.9,1956.09,PayPal,Same Day,Completed,No,,2.7,EMP0011,Karen Anderson,IT,EMP0002,49,3,145136.0,0.62
ORD-000558,2022-11-12,2022-11-16,2022-11-20,2022,Q4,11,November,45,Saturday,CUST-00231,Taylor Moore,Enterprise,West,Germany,Online,PROD-00137,Books,Fiction,62.42,1,0.1,62.42,6.24,56.18,42.14,14.04,24.99,29.1,4.49,60.67,Credit Card,Same Day,Completed,No,,2.6,EMP0026,Zoe Lopez,Marketing,EMP0002,32,4,38469.0,0.75
ORD-000559,2022-11-12,2022-11-18,2022-11-21,2022,Q4,11,November,45,Saturday,CUST-00053,Avery Brown,Government,Central,Japan,Retail Store,PROD-00054,Automotive,Accessories,1511.5,44,0.2,66506.0,13301.2,53204.8,27134.45,26070.35,49.0,137.89,4256.38,57461.18,PayPal,Express,Completed,No,,1.5,EMP0044,Rose Stewart,Operations,EMP0005,54,22,145180.0,0.51
ORD-000560,2022-11-14,2022-11-21,2022-11-24,2022,Q4,11,November,46,Monday,CUST-00176,Morgan Wilson,Non-Profit,Central,USA,Retail Store,PROD-00250,Books,Children,1242.52,45,0.0,55913.4,0.0,55913.4,29074.97,26838.43,48.0,52.54,4473.07,60386.47,Credit Card,Same Day,Completed,No,,3.0,EMP0034,Hannah Mitchell,HR,EMP0004,45,10,59928.0,0.52
ORD-000561,2022-11-15,2022-11-20,2022-11-22,2022,Q4,11,November,46,Tuesday,CUST-00366,Dakota Moore,SMB,South,Germany,Partner,PROD-00288,Electronics,Accessories,1409.64,42,0.05,59204.88,2960.24,56244.64,24185.2,32059.44,57.0,58.95,4499.57,60744.21,PayPal,Economy,Processing,No,,1.5,EMP0007,Grace Kim,Marketing,EMP0005,23,10,40615.0,0.43
ORD-000562,2022-11-18,2022-11-20,2022-11-21,2022,Q4,11,November,46,Friday,CUST-00044,Taylor Smith,SMB,West,Germany,Direct Sales,PROD-00290,Clothing,Sportswear,429.86,47,0.1,20203.42,2020.34,18183.08,10000.69,8182.39,45.0,115.17,1454.65,19637.73,PayPal,Standard,Completed,No,,2.9,EMP0030,Diana Adams,HR,EMP0006,51,12,68635.0,0.55
ORD-000563,2022-11-19,2022-11-24,2022-11-25,2022,Q4,11,November,46,Saturday,CUST-00259,Dakota Wilson,SMB,Central,Japan,Online,PROD-00193,Sports,Water Sports,277.06,13,0.1,3601.78,360.18,3241.6,1588.38,1653.22,51.0,54.13,259.33,3500.93,Bank Transfer,Express,Completed,No,,4.1,EMP0006,Frank Lee,Marketing,EMP0010,38,13,125422.0,0.49
ORD-000564,2022-11-20,2022-11-21,2022-11-24,2022,Q4,11,November,46,Sunday,CUST-00331,Riley Johnson,Enterprise,West,Japan,Wholesale,PROD-00266,Automotive,Accessories,34.02,22,0.1,748.44,74.84,673.6,350.27,323.33,48.0,143.05,53.89,727.49,Cash,Express,Completed,No,,2.0,EMP0023,Wendy Hernandez,HR,EMP0005,61,7,121531.0,0.52
ORD-000565,2022-11-20,2022-11-24,2022-11-28,2022,Q4,11,November,46,Sunday,CUST-00089,Avery Williams,SMB,North,Australia,Wholesale,PROD-00196,Food & Beverage,Snacks,704.42,21,0.0,14792.82,0.0,14792.82,10207.05,4585.77,31.0,112.0,1183.43,15976.25,Debit Card,Standard,Completed,No,,2.9,EMP0044,Rose Stewart,Operations,EMP0005,55,24,59017.0,0.69
ORD-000566,2022-11-23,2022-11-30,2022-12-02,2022,Q4,11,November,47,Wednesday,CUST-00021,Jamie Davis,SMB,South,USA,Retail Store,PROD-00022,Automotive,Electronics,1181.89,22,0.0,26001.58,0.0,26001.58,18981.15,7020.43,27.0,91.63,2080.13,28081.71,PayPal,Standard,Completed,No,,5.0,EMP0047,Umar Rogers,Marketing,EMP0006,59,17,57631.0,0.73
ORD-000567,2022-11-24,2022-11-25,2022-11-26,2022,Q4,11,November,47,Thursday,CUST-00127,Casey Garcia,Consumer,East,USA,Retail Store,PROD-00056,Furniture,Kitchen,787.53,28,0.0,22050.84,0.0,22050.84,10363.89,11686.95,53.0,132.73,1764.07,23814.91,Bank Transfer,Express,Processing,No,,3.7,EMP0007,Grace Kim,Marketing,EMP0005,43,17,108897.0,0.47
ORD-000568,2022-11-25,2022-11-26,2022-11-27,2022,Q4,11,November,47,Friday,CUST-00363,Casey Davis,Government,Central,Canada,Direct Sales,PROD-00051,Furniture,Bedroom,877.76,9,0.15,7899.84,1184.98,6714.86,3558.88,3155.98,47.0,12.19,537.19,7252.05,PayPal,Economy,Returned,Yes,Not as Described,4.4,EMP0042,Patricia Edwards,IT,EMP0008,26,9,87680.0,0.53
ORD-000569,2022-11-26,2022-11-28,2022-12-03,2022,Q4,11,November,47,Saturday,CUST-00225,Dakota Garcia,Government,South,Germany,Online,PROD-00295,Electronics,Accessories,1808.8,26,0.0,47028.8,0.0,47028.8,34331.02,12697.78,27.0,42.27,3762.3,50791.1,Debit Card,Standard,Returned,Yes,,2.7,EMP0026,Zoe Lopez,Marketing,EMP0002,61,6,126113.0,0.73
ORD-000570,2022-11-28,2022-11-29,2022-12-02,2022,Q4,11,November,48,Monday,CUST-00225,Dakota Garcia,Non-Profit,South,Germany,Online,PROD-00049,Automotive,Accessories,699.77,9,0.0,6297.93,0.0,6297.93,2645.13,3652.8,58.0,72.43,503.83,6801.76,Credit Card,Standard,Completed,No,,4.1,EMP0001,Alice Johnson,IT,EMP0002,37,13,37775.0,0.42
ORD-000571,2022-11-28,2022-12-05,2022-12-09,2022,Q4,11,November,48,Monday,CUST-00269,Alex Miller,Enterprise,South,Japan,Partner,PROD-00061,Beauty,Personal Care,1030.41,15,0.25,15456.15,3864.04,11592.11,4984.61,6607.5,57.0,37.91,927.37,12519.48,PayPal,Express,Completed,No,,1.2,EMP0011,Karen Anderson,IT,EMP0002,34,14,105197.0,0.43
ORD-000572,2022-11-29,2022-12-06,2022-12-08,2022,Q4,11,November,48,Tuesday,CUST-00268,Jordan Smith,SMB,South,UK,Wholesale,PROD-00123,Books,Comics,1568.39,10,0.0,15683.9,0.0,15683.9,7214.59,8469.31,54.0,112.87,1254.71,16938.61,Bank Transfer,Standard,Completed,No,,1.5,EMP0021,Uma Allen,Marketing,EMP0001,47,15,119027.0,0.46
ORD-000573,2022-11-29,2022-12-03,2022-12-04,2022,Q4,11,November,48,Tuesday,CUST-00313,Jordan Jones,Enterprise,North,Germany,Online,PROD-00185,Books,Education,796.1,24,0.25,19106.4,4776.6,14329.8,8741.18,5588.62,39.0,138.29,1146.38,15476.18,Cash,Standard,Completed,No,,1.8,EMP0009,Iris Wilson,IT,EMP0008,52,1,149239.0,0.61
ORD-000574,2022-11-30,2022-12-07,2022-12-12,2022,Q4,11,November,48,Wednesday,CUST-00082,Taylor Brown,Consumer,West,India,Online,PROD-00298,Beauty,Haircare,1246.06,42,0.1,52334.52,5233.45,47101.07,21195.48,25905.59,55.0,66.45,3768.09,50869.16,Credit Card,Standard,Completed,No,,2.6,EMP0037,Kevin Turner,Logistics,EMP0010,60,29,113060.0,0.45
ORD-000575,2022-12-04,2022-12-09,2022-12-12,2022,Q4,12,December,48,Sunday,CUST-00187,Alex Miller,Enterprise,East,Canada,Direct Sales,PROD-00216,Beauty,Makeup,1725.42,8,0.15,13803.36,2070.5,11732.86,8682.32,3050.54,26.0,54.61,938.63,12671.49,Cash,Express,Returned,Yes,,4.4,EMP0033,George Carter,Finance,EMP0006,44,29,61662.0,0.74
ORD-000576,2022-12-06,2022-12-10,2022-12-13,2022,Q4,12,December,49,Tuesday,CUST-00191,Quinn Smith,Government,East,Japan,Direct Sales,PROD-00202,Automotive,Electronics,1899.29,24,0.0,45582.96,0.0,45582.96,25526.46,20056.5,44.0,144.42,3646.64,49229.6,Debit Card,Economy,Completed,No,,2.4,EMP0025,Yara Wright,HR,EMP0004,33,17,47441.0,0.56
ORD-000577,2022-12-08,2022-12-10,2022-12-12,2022,Q4,12,December,49,Thursday,CUST-00145,Quinn Johnson,Enterprise,West,Australia,Partner,PROD-00021,Sports,Winter Sports,298.41,16,0.0,4774.56,0.0,4774.56,2769.24,2005.32,42.0,69.5,381.96,5156.52,Credit Card,Express,Completed,No,,3.6,EMP0044,Rose Stewart,Operations,EMP0005,35,30,108705.0,0.58
ORD-000578,2022-12-09,2022-12-13,2022-12-14,2022,Q4,12,December,49,Friday,CUST-00199,Taylor Moore,Consumer,East,USA,Wholesale,PROD-00178,Food & Beverage,Frozen,1853.54,49,0.1,90823.46,9082.35,81741.11,40053.14,41687.97,51.0,75.91,6539.29,88280.4,Cash,Same Day,Completed,No,,3.8,EMP0030,Diana Adams,HR,EMP0006,39,12,95166.0,0.49
ORD-000579,2022-12-09,2022-12-12,2022-12-14,2022,Q4,12,December,49,Friday,CUST-00210,Jamie Miller,Enterprise,South,UK,Partner,PROD-00226,Electronics,Laptops,986.77,26,0.15,25656.02,3848.4,21807.62,12212.27,9595.35,44.0,55.99,1744.61,23552.23,Bank Transfer,Standard,Completed,No,,3.3,EMP0001,Alice Johnson,IT,EMP0002,48,19,138402.0,0.56
ORD-000580,2022-12-13,2022-12-18,2022-12-20,2022,Q4,12,December,50,Tuesday,CUST-00397,Dakota Moore,Consumer,North,Germany,Direct Sales,PROD-00236,Beauty,Haircare,520.2,27,0.1,14045.4,1404.54,12640.86,7963.74,4677.12,37.0,136.88,1011.27,13652.13,Bank Transfer,Same Day,Completed,No,,2.4,EMP0032,Fiona Nelson,Marketing,EMP0006,49,34,118560.0,0.63
ORD-000581,2022-12-14,2022-12-17,2022-12-23,2022,Q4,12,December,50,Wednesday,CUST-00174,Avery Williams,Enterprise,South,Japan,Wholesale,PROD-00294,Furniture,Outdoor,920.98,37,0.0,34076.26,0.0,34076.26,22490.33,11585.93,34.0,87.5,2726.1,36802.36,Cash,Same Day,Pending,No,,3.3,EMP0042,Patricia Edwards,IT,EMP0008,39,22,93620.0,0.66
ORD-000582,2022-12-16,2022-12-19,2022-12-24,2022,Q4,12,December,50,Friday,CUST-00348,Jamie Wilson,Non-Profit,South,UK,Direct Sales,PROD-00268,Electronics,Cameras,1960.16,4,0.15,7840.64,1176.1,6664.54,4398.6,2265.94,34.0,115.52,533.16,7197.7,Credit Card,Express,Completed,No,,2.4,EMP0043,Quincy Collins,Finance,EMP0007,37,32,81413.0,0.66
ORD-000583,2022-12-18,2022-12-24,2022-12-27,2022,Q4,12,December,50,Sunday,CUST-00307,Jordan Jones,SMB,North,France,Direct Sales,PROD-00020,Sports,Outdoor,987.77,50,0.15,49388.5,7408.28,41980.22,25188.13,16792.09,40.0,122.71,3358.42,45338.64,PayPal,Same Day,Returned,Yes,Not as Described,1.3,EMP0026,Zoe Lopez,Marketing,EMP0002,37,34,81503.0,0.6
ORD-000584,2022-12-18,2022-12-25,2022-12-31,2022,Q4,12,December,50,Sunday,CUST-00027,Riley Moore,Government,Central,Japan,Partner,PROD-00205,Electronics,Laptops,660.86,24,0.1,15860.64,1586.06,14274.58,10277.7,3996.88,28.0,54.57,1141.97,15416.55,Debit Card,Express,Completed,No,,5.0,EMP0028,Beth Scott,IT,EMP0005,34,19,61025.0,0.72
ORD-000585,2022-12-21,2022-12-23,2022-12-27,2022,Q4,12,December,51,Wednesday,CUST-00324,Quinn Miller,Government,East,India,Retail Store,PROD-00222,Books,Fiction,1268.63,19,0.15,24103.97,3615.6,20488.37,14136.98,6351.39,31.0,67.89,1639.07,22127.44,Debit Card,Economy,Completed,No,,1.5,EMP0050,Xena Morgan,Sales,EMP0001,50,2,36992.0,0.69
ORD-000586,2022-12-22,2022-12-23,2022-12-26,2022,Q4,12,December,51,Thursday,CUST-00332,Quinn Jones,Enterprise,North,Germany,Retail Store,PROD-00014,Beauty,Haircare,484.09,36,0.15,17427.24,2614.09,14813.15,9776.68,5036.47,34.0,128.03,1185.05,15998.2,Bank Transfer,Economy,Completed,No,,1.3,EMP0004,David Brown,IT,EMP0006,30,7,101115.0,0.66
ORD-000587,2022-12-22,2022-12-25,2022-12-28,2022,Q4,12,December,51,Thursday,CUST-00172,Dakota Miller,Enterprise,West,Japan,Partner,PROD-00111,Furniture,Kitchen,156.35,39,0.1,6097.65,609.76,5487.89,2304.91,3182.98,58.0,57.67,439.03,5926.92,Credit Card,Standard,Cancelled,No,,4.5,EMP0020,Tina Hall,Marketing,EMP0002,47,31,59428.0,0.42
ORD-000588,2022-12-26,2022-12-30,2023-01-04,2022,Q4,12,December,52,Monday,CUST-00034,Jamie Johnson,Enterprise,West,UK,Direct Sales,PROD-00291,Food & Beverage,Frozen,262.12,10,0.0,2621.2,0.0,2621.2,1048.48,1572.72,60.0,120.12,209.7,2830.9,Credit Card,Standard,Returned,Yes,Changed Mind,2.2,EMP0028,Beth Scott,IT,EMP0005,49,28,58958.0,0.4
ORD-000589,2022-12-27,2022-12-28,2023-01-01,2022,Q4,12,December,52,Tuesday,CUST-00169,Riley Williams,Consumer,West,France,Direct Sales,PROD-00093,Clothing,Sportswear,260.45,25,0.05,6511.25,325.56,6185.69,2907.27,3278.42,53.0,141.44,494.86,6680.55,Debit Card,Standard,Completed,No,,3.6,EMP0017,Quinn Rodriguez,Sales,EMP0006,34,6,49419.0,0.47
ORD-000590,2022-12-28,2023-01-01,2023-01-02,2022,Q4,12,December,52,Wednesday,CUST-00049,Riley Brown,Enterprise,Central,USA,Direct Sales,PROD-00013,Furniture,Bedroom,308.05,18,0.0,5544.9,0.0,5544.9,3493.29,2051.61,37.0,95.37,443.59,5988.49,Debit Card,Same Day,Completed,No,,2.3,EMP0048,Victoria Reed,Logistics,EMP0001,57,1,56803.0,0.63
ORD-000591,2023-01-03,2023-01-07,2023-01-11,2023,Q1,1,January,1,Tuesday,CUST-00286,Morgan Brown,Non-Profit,North,Germany,Retail Store,PROD-00169,Furniture,Kitchen,281.96,19,0.05,5357.24,267.86,5089.38,2748.27,2341.11,46.0,112.54,407.15,5496.53,Debit Card,Express,Completed,No,,2.6,EMP0041,Oscar Evans,Marketing,EMP0003,30,20,38656.0,0.54
ORD-000592,2023-01-05,2023-01-06,2023-01-07,2023,Q1,1,January,1,Thursday,CUST-00348,Jamie Wilson,Enterprise,Central,Canada,Wholesale,PROD-00051,Sports,Fitness,1283.55,36,0.05,46207.8,2310.39,43897.41,23704.6,20192.81,46.0,121.74,3511.79,47409.2,Debit Card,Economy,Completed,No,,2.0,EMP0008,Henry Davis,Marketing,EMP0001,35,5,112537.0,0.54
ORD-000593,2023-01-06,2023-01-07,2023-01-11,2023,Q1,1,January,1,Friday,CUST-00198,Avery Jones,Enterprise,West,USA,Online,PROD-00150,Electronics,Phones,367.85,10,0.0,3678.5,0.0,3678.5,2611.73,1066.77,29.0,127.53,294.28,3972.78,Cash,Same Day,Pending,No,,2.4,EMP0039,Mike Campbell,Logistics,EMP0009,33,27,81161.0,0.71
ORD-000594,2023-01-10,2023-01-17,2023-01-19,2023,Q1,1,January,2,Tuesday,CUST-00146,Alex Wilson,SMB,South,Canada,Partner,PROD-00212,Furniture,Outdoor,694.61,33,0.0,22922.13,0.0,22922.13,16274.71,6647.42,29.0,62.28,1833.77,24755.9,Cash,Express,Completed,No,,2.6,EMP0029,Chris Green,IT,EMP0008,53,31,99575.0,0.71
ORD-000595,2023-01-11,2023-01-15,2023-01-19,2023,Q1,1,January,2,Wednesday,CUST-00130,Casey Williams,Non-Profit,South,France,Partner,PROD-00015,Automotive,Care Products,1794.09,50,0.0,89704.5,0.0,89704.5,64587.24,25117.26,28.0,12.43,7176.36,96880.86,Cash,Economy,Completed,No,,3.9,EMP0033,George Carter,Finance,EMP0006,59,8,108250.0,0.72
ORD-000596,2023-01-12,2023-01-14,2023-01-20,2023,Q1,1,January,2,Thursday,CUST-00371,Jamie Moore,Enterprise,Central,Japan,Direct Sales,PROD-00234,Beauty,Personal Care,950.55,5,0.15,4752.75,712.91,4039.84,2060.32,1979.52,49.0,63.27,323.19,4363.03,Cash,Same Day,Completed,No,,3.0,EMP0024,Xander King,Sales,EMP0002,24,10,146836.0,0.51
ORD-000597,2023-01-12,2023-01-19,2023-01-25,2023,Q1,1,January,2,Thursday,CUST-00337,Jamie Garcia,Government,West,Canada,Direct Sales,PROD-00130,Food & Beverage,Beverages,1336.78,47,0.2,62828.66,12565.73,50262.93,32168.28,18094.65,36.0,102.69,4021.03,54283.96,PayPal,Same Day,Completed,No,,4.8,EMP0050,Xena Morgan,Sales,EMP0001,37,22,42851.0,0.64
ORD-000598,2023-01-14,2023-01-19,2023-01-24,2023,Q1,1,January,2,Saturday,CUST-00309,Alex Williams,Non-Profit,West,France,Retail Store,PROD-00184,Food & Beverage,Frozen,348.78,49,0.0,17090.22,0.0,17090.22,8545.11,8545.11,50.0,70.3,1367.22,18457.44,Bank Transfer,Same Day,Completed,No,,1.2,EMP0031,Ethan Baker,Finance,EMP0003,41,10,83061.0,0.5
ORD-000599,2023-01-16,2023-01-22,2023-01-23,2023,Q1,1,January,3,Monday,CUST-00077,Taylor Brown,Non-Profit,West,Canada,Direct Sales,PROD-00177,Furniture,Kitchen,388.62,35,0.25,13601.7,3400.42,10201.28,4794.6,5406.68,53.0,113.6,816.1,11017.38,Debit Card,Express,Completed,No,,3.0,EMP0046,Tara Morris,Marketing,EMP0004,53,1,63278.0,0.47
ORD-000600,2023-01-17,2023-01-22,2023-01-25,2023,Q1,1,January,3,Tuesday,CUST-00171,Jamie Miller,Consumer,West,USA,Wholesale,PROD-00181,Beauty,Skincare,86.53,44,0.05,3807.32,190.37,3616.95,1663.8,1953.15,54.0,56.76,289.36,3906.31,PayPal,Same Day,Completed,No,,3.3,EMP0022,Victor Young,HR,EMP0004,44,2,89822.0,0.46
ORD-000601,2023-01-26,2023-01-28,2023-02-02,2023,Q1,1,January,4,Thursday,CUST-00042,Avery Moore,Government,North,Germany,Partner,PROD-00128,Beauty,Skincare,342.03,34,0.0,11629.02,0.0,11629.02,6047.09,5581.93,48.0,97.04,930.32,12559.34,PayPal,Same Day,Completed,No,,4.7,EMP0035,Ian Perez,Operations,EMP0005,38,10,140854.0,0.52
ORD-000602,2023-01-26,2023-02-02,2023-02-08,2023,Q1,1,January,4,Thursday,CUST-00299,Alex Williams,Government,Central,France,Online,PROD-00142,Electronics,Cameras,560.79,33,0.0,18506.07,0.0,18506.07,10178.34,8327.73,45.0,32.03,1480.49,19986.56,PayPal,Standard,Completed,No,,1.2,EMP0024,Xander King,Sales,EMP0002,37,34,118258.0,0.55
ORD-000603,2023-01-27,2023-02-02,2023-02-08,2023,Q1,1,January,4,Friday,CUST-00340,Dakota Garcia,Consumer,Central,India,Direct Sales,PROD-00229,Beauty,Haircare,358.14,21,0.05,7520.94,376.05,7144.89,4929.97,2214.92,31.0,113.66,571.59,7716.48,Cash,Standard,Cancelled,No,,3.3,EMP0008,Henry Davis,Marketing,EMP0001,59,14,111124.0,0.69
ORD-000604,2023-01-27,2023-02-03,2023-02-04,2023,Q1,1,January,4,Friday,CUST-00073,Casey Smith,Non-Profit,North,France,Wholesale,PROD-00025,Food & Beverage,Frozen,181.96,17,0.15,3093.32,464.0,2629.32,1156.9,1472.42,56.0,84.13,210.35,2839.67,Bank Transfer,Same Day,Completed,No,,4.4,EMP0012,Leo Thomas,IT,EMP0007,29,10,85743.0,0.44
ORD-000605,2023-01-29,2023-01-30,2023-02-05,2023,Q1,1,January,4,Sunday,CUST-00180,Casey Davis,Government,South,USA,Online,PROD-00167,Furniture,Kitchen,245.67,22,0.1,5404.74,540.47,4864.27,3210.42,1653.85,34.0,34.59,389.14,5253.41,Credit Card,Economy,Completed,No,,2.0,EMP0028,Beth Scott,IT,EMP0005,40,30,112178.0,0.66
ORD-000606,2023-02-04,2023-02-10,2023-02-16,2023,Q1,2,February,5,Saturday,CUST-00159,Avery Davis,Consumer,Central,Germany,Retail Store,PROD-00235,Books,Fiction,924.25,48,0.0,44364.0,0.0,44364.0,26174.76,18189.24,41.0,47.33,3549.12,47913.12,Bank Transfer,Economy,Completed,No,,4.5,EMP0035,Ian Perez,Operations,EMP0005,51,27,38723.0,0.59
ORD-000607,2023-02-05,2023-02-09,2023-02-10,2023,Q1,2,February,5,Sunday,CUST-00336,Morgan Miller,Consumer,East,Germany,Online,PROD-00135,Sports,Water Sports,416.64,37,0.0,15415.68,0.0,15415.68,7707.84,7707.84,50.0,113.55,1233.25,16648.93,Debit Card,Same Day,Completed,No,,1.1,EMP0049,William Cook,Operations,EMP0004,55,27,102417.0,0.5
ORD-000608,2023-02-07,2023-02-12,2023-02-18,2023,Q1,2,February,6,Tuesday,CUST-00358,Casey Jones,Consumer,Central,UK,Partner,PROD-00083,Food & Beverage,Frozen,731.72,15,0.05,10975.8,548.79,10427.01,5943.4,4483.61,43.0,74.98,834.16,11261.17,Debit Card,Standard,Completed,No,,3.9,EMP0025,Yara Wright,HR,EMP0004,35,31,98684.0,0.57
ORD-000609,2023-02-08,2023-02-14,2023-02-17,2023,Q1,2,February,6,Wednesday,CUST-00340,Dakota Garcia,Consumer,Central,Australia,Wholesale,PROD-00108,Books,Children,1009.32,35,0.0,35326.2,0.0,35326.2,17663.1,17663.1,50.0,36.32,2826.1,38152.3,Cash,Express,Completed,No,,4.7,EMP0044,Rose Stewart,Operations,EMP0005,43,24,74864.0,0.5
ORD-000610,2023-02-12,2023-02-16,2023-02-18,2023,Q1,2,February,6,Sunday,CUST-00201,Quinn Garcia,SMB,South,Canada,Partner,PROD-00286,Electronics,Tablets,1382.34,28,0.0,38705.52,0.0,38705.52,23610.37,15095.15,39.0,145.25,3096.44,41801.96,Cash,Express,Completed,No,,3.6,EMP0006,Frank Lee,Marketing,EMP0010,38,19,58174.0,0.61
ORD-000611,2023-02-16,2023-02-23,2023-02-28,2023,Q1,2,February,7,Thursday,CUST-00067,Dakota Garcia,Consumer,North,UK,Online,PROD-00281,Clothing,Men,83.43,7,0.0,584.01,0.0,584.01,321.21,262.8,45.0,108.69,46.72,630.73,Credit Card,Express,Processing,No,,2.8,EMP0010,Jack Taylor,Sales,EMP0009,36,27,127869.0,0.55
ORD-000612,2023-02-16,2023-02-18,2023-02-21,2023,Q1,2,February,7,Thursday,CUST-00305,Quinn Davis,Government,South,Canada,Partner,PROD-00165,Electronics,Accessories,1599.82,32,0.15,51194.24,7679.14,43515.1,20016.95,23498.15,54.0,143.78,3481.21,46996.31,Debit Card,Same Day,Completed,No,,1.2,EMP0001,Alice Johnson,IT,EMP0002,53,24,41194.0,0.46
ORD-000613,2023-02-16,2023-02-22,2023-02-25,2023,Q1,2,February,7,Thursday,CUST-00363,Casey Davis,Government,South,France,Online,PROD-00206,Furniture,Outdoor,1257.66,11,0.2,13834.26,2766.85,11067.41,4869.66,6197.75,56.0,66.93,885.39,11952.8,Cash,Express,Completed,No,,4.7,EMP0022,Victor Young,HR,EMP0004,34,10,43012.0,0.44
ORD-000614,2023-02-16,2023-02-20,2023-02-22,2023,Q1,2,February,7,Thursday,CUST-00044,Taylor Smith,Non-Profit,North,France,Retail Store,PROD-00179,Furniture,Bedroom,168.11,10,0.05,1681.1,84.06,1597.04,942.25,654.79,41.0,73.89,127.76,1724.8,Bank Transfer,Standard,Completed,No,,2.9,EMP0046,Tara Morris,Marketing,EMP0004,42,18,85660.0,0.59
ORD-000615,2023-02-16,2023-02-23,2023-02-28,2023,Q1,2,February,7,Thursday,CUST-00159,Avery Davis,Enterprise,East,Germany,Partner,PROD-00089,Electronics,Cameras,1747.79,9,0.2,15730.11,3146.02,12584.09,9060.54,3523.55,28.0,135.2,1006.73,13590.82,Credit Card,Same Day,Completed,No,,1.1,EMP0038,Laura Phillips,Sales,EMP0003,61,27,64044.0,0.72
ORD-000616,2023-02-18,2023-02-25,2023-02-28,2023,Q1,2,February,7,Saturday,CUST-00287,Taylor Moore,Consumer,North,Germany,Partner,PROD-00256,Books,Children,1842.14,14,0.0,25789.96,0.0,25789.96,13410.78,12379.18,48.0,81.13,2063.2,27853.16,Credit Card,Express,Completed,No,,3.8,EMP0017,Quinn Rodriguez,Sales,EMP0006,54,0,120727.0,0.52
ORD-000617,2023-02-19,2023-02-26,2023-03-04,2023,Q1,2,February,7,Sunday,CUST-00193,Alex Brown,Consumer,South,France,Partner,PROD-00046,Electronics,Tablets,126.85,13,0.05,1649.05,82.45,1566.6,1033.96,532.64,34.0,107.56,125.33,1691.93,Debit Card,Standard,Cancelled,No,,2.9,EMP0013,Mia Jackson,HR,EMP0002,48,4,107932.0,0.66
ORD-000618,2023-02-19,2023-02-21,2023-02-23,2023,Q1,2,February,7,Sunday,CUST-00330,Morgan Moore,Enterprise,North,UK,Online,PROD-00171,Beauty,Personal Care,557.37,25,0.0,13934.25,0.0,13934.25,8778.58,5155.67,37.0,41.57,1114.74,15048.99,PayPal,Express,Completed,No,,1.5,EMP0033,George Carter,Finance,EMP0006,56,9,123842.0,0.63
ORD-000619,2023-02-20,2023-02-21,2023-02-26,2023,Q1,2,February,8,Monday,CUST-00169,Riley Williams,Enterprise,Central,France,Partner,PROD-00181,Furniture,Kitchen,1613.37,2,0.1,3226.74,322.67,2904.07,2119.97,784.1,27.0,69.78,232.33,3136.4,Cash,Economy,Completed,No,,1.9,EMP0040,Nancy Parker,Logistics,EMP0004,37,33,72338.0,0.73
ORD-000620,2023-02-21,2023-02-23,2023-02-27,2023,Q1,2,February,8,Tuesday,CUST-00066,Dakota Garcia,Government,Central,Canada,Partner,PROD-00276,Food & Beverage,Beverages,1497.78,35,0.25,52422.3,13105.58,39316.72,27128.54,12188.18,31.0,22.9,3145.34,42462.06,Credit Card,Economy,Completed,No,,1.3,EMP0047,Umar Rogers,Marketing,EMP0006,49,1,120160.0,0.69
ORD-000621,2023-02-21,2023-02-23,2023-02-24,2023,Q1,2,February,8,Tuesday,CUST-00344,Dakota Wilson,Government,East,USA,Retail Store,PROD-00117,Beauty,Fragrance,373.12,7,0.1,2611.84,261.18,2350.66,1410.4,940.26,40.0,34.87,188.05,2538.71,Bank Transfer,Standard,Completed,No,,3.3,EMP0030,Diana Adams,HR,EMP0006,55,17,134165.0,0.6
ORD-000622,2023-02-23,2023-02-28,2023-03-06,2023,Q1,2,February,8,Thursday,CUST-00360,Morgan Johnson,SMB,East,Canada,Direct Sales,PROD-00163,Food & Beverage,Snacks,422.65,21,0.0,8875.65,0.0,8875.65,5591.66,3283.99,37.0,5.14,710.05,9585.7,Credit Card,Standard,Completed,No,,3.5,EMP0028,Beth Scott,IT,EMP0005,22,12,74707.0,0.63
